2186288,nyu_aco001004
1682321,nyu_aco001027:v.1
1182500,nyu_aco000923
2747070,nyu_aco000886
2811991,nyu_aco000939:v.1-2|nyu_aco000940:v.3-4
2259925,nyu_aco000947
1684486,nyu_aco000992
1701208,nyu_aco000990
2082366,nyu_aco000998
1913010,nyu_aco000950
1684153,nyu_aco001031:v.1|nyu_aco001032:v.2
1677982,nyu_aco000909
1684477,nyu_aco000988
1916409,nyu_aco000946
1678294,nyu_aco000997
1914155,nyu_aco000948
2046786,nyu_aco000922
1677684,nyu_aco000890:v.1|nyu_aco000891:v.2
2056160,nyu_aco000863:v.1|nyu_aco000864:v.2|nyu_aco000865:v.3|nyu_aco000866:v.4|nyu_aco000867:v.5|nyu_aco000868:v.6|nyu_aco000869:v.7|nyu_aco000870:v.8|nyu_aco000871:v.9|nyu_aco000872:v.10|nyu_aco000873:v.11|nyu_aco000874:v.12|nyu_aco000875:v.13|nyu_aco000876:v.14
1677418,nyu_aco000877:v.1
2174878,nyu_aco000914
1684268,nyu_aco000860:v.1
2960685,nyu_aco000892:v.1|nyu_aco000893:v.2
2177811,nyu_aco000999
2957517,nyu_aco001034:v.1
1374297,nyu_aco000987
1567444,nyu_aco000910
2056416,nyu_aco000905
592494,nyu_aco001011:v.1|nyu_aco001012:v.2|nyu_aco001013:v.3|nyu_aco001014:v.4
2772033,nyu_aco000957:v.1|nyu_aco000958:v.2|nyu_aco000959:v.3|nyu_aco000960:v.4|nyu_aco000961:v.5|nyu_aco000962:v.6|nyu_aco000963:v.7|nyu_aco000964:v.8|nyu_aco000965:v.9|nyu_aco000966:v.10|nyu_aco000967:v.11|nyu_aco000968:v.12|nyu_aco000969:v.13|nyu_aco000970:v.14|nyu_aco000971:v.15|nyu_aco000972:v.16|nyu_aco000973:v.17|nyu_aco000974:v.18|nyu_aco000975:v.19|nyu_aco000976:v.20|nyu_aco000977:v.21|nyu_aco000978:v.22|nyu_aco000979:v.23|nyu_aco000980:v.24|nyu_aco000981:v.25|nyu_aco000982:v.26
1282508,nyu_aco001028:v.1|nyu_aco001029:v.2|nyu_aco001030:v.3
1689271,nyu_aco000984
1678359,nyu_aco001033:v.1
1678401,nyu_aco001037:v.1
1756393,nyu_aco000888:v.1
1708681,nyu_aco000949
1927592,nyu_aco000956
2046814,nyu_aco000944:v.1|nyu_aco000945:v.2
2801401,nyu_aco000920:v.1|nyu_aco000921:v.2
1678011,nyu_aco000993
1676392,nyu_aco000986
1684461,nyu_aco000901:v.1-2|nyu_aco000902:v.3-5
1912858,nyu_aco000991
1907318,nyu_aco000937:v.1|nyu_aco000938:v.2
2073406,nyu_aco000915
1947293,nyu_aco000911
2777341,nyu_aco001001
1676857,nyu_aco000900:v.1
1576908,nyu_aco000882:v.1|nyu_aco000883:v.2|nyu_aco000884:v.3
1627206,nyu_aco000906:v.1|nyu_aco000907:v.2|nyu_aco000908:v.3
1888346,nyu_aco000925:v.1/2|nyu_aco000926:v.3/4|nyu_aco000927:v.5/6
1917995,nyu_aco000941:v.1|nyu_aco000942:v.2|nyu_aco000943:v.3
519484,nyu_aco000885
1043989,nyu_aco001039:v.1|nyu_aco001040:v.2
2009355,nyu_aco000912
2933634,nyu_aco001006
1756424,nyu_aco000895:v.1|nyu_aco000896:v.2|nyu_aco000897:v.3|nyu_aco000898:v.4
1677985,nyu_aco000916
1683243,nyu_aco001026:v.1
1677689,nyu_aco000894:v.1
2815937,nyu_aco000951:v.1|nyu_aco000952:v.2|nyu_aco000953:v.3|nyu_aco000954:v.4
2952603,nyu_aco001009
2751097,nyu_aco001035:v.1|nyu_aco001036:v.2
1717177,nyu_aco000989
2046838,nyu_aco000838:v.1|nyu_aco000839:v.2|nyu_aco000840:v.3|nyu_aco000841:v.4
2849193,nyu_aco000924
1676394,nyu_aco000903:v.1
2849244,nyu_aco001025:v.1
2046799,nyu_aco000913:v.1
1684491,nyu_aco000995
2186310,nyu_aco001002
1677678,nyu_aco000887:v.1
2052252,nyu_aco000807:v.1|nyu_aco000808:v.2|nyu_aco000809:v.3
1337055,nyu_aco000994
1682296,nyu_aco001008
2813524,nyu_aco000929:v.1|nyu_aco000930:v.2|nyu_aco000931:v.3|nyu_aco000932:v.4|nyu_aco000933:v.5|nyu_aco000934:v.6|nyu_aco000935:v.7|nyu_aco000936:v.8
3054675,nyu_aco001038
2957519,nyu_aco001000
1689281,nyu_aco000858:v.1/2|nyu_aco000859:v.3/4
1689310,nyu_aco000881
1929781,nyu_aco000861:v.1|nyu_aco000862:v.2
1684471,nyu_aco000983
1886433,nyu_aco000928:v.1
2792194,nyu_aco000899:v.1
2932678,nyu_aco000904
1576886,nyu_aco001041:v.1|nyu_aco001042:v.2|nyu_aco001043:v.3
1797256,nyu_aco000985
1150112,nyu_aco001015:v.1|nyu_aco001016:v.2|nyu_aco001017:v.3/4|nyu_aco001018:v.5/6|nyu_aco001019:v.7/8|nyu_aco001020:v.9/10|nyu_aco001021:v.11/12|nyu_aco001022:v.13/14|nyu_aco001023:v.15/16|nyu_aco001024:v.17/18
1678003,nyu_aco000955
1676823,nyu_aco000825:v.1|nyu_aco000826:v.2|nyu_aco000827:v.3|nyu_aco000828:v.4
1674748,nyu_aco001003
1821166,nyu_aco000917:v.1|nyu_aco000918:v.2|nyu_aco000919:v.3
1685967,nyu_aco001007
1496918,nyu_aco001044:v.1/2|nyu_aco001045:v.3/4|nyu_aco001046:v.5/6|nyu_aco001047:v.7/8|nyu_aco001048:v.9/10|nyu_aco001049:v.11/12
1678001,nyu_aco000798
1756408,nyu_aco000878:v.1|nyu_aco000879:v.2|nyu_aco000880:v.3
